,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,wage_class
21546,36,Private-h1,HS-grad,9,Alone,Exec-managerial,Own-child,White-h1,Female,1831,0,40,United-States,<=50K
21547,38,Private-h1,Assoc-voc,11,Married-h2,Tech-support,Unmarried,White-h1,Female,0,0,20,United-States,<=50K
21548,23,Private-h1,HS-grad,9,Alone,Other-service,Unmarried,White-h1,Female,0,0,80,United-States,<=50K
21549,28,Private-h1,HS-grad,9,Married-h2,Sales,Wife,White-h1,Female,0,0,40,United-States,<=50K
21550,25,Private-h1,HS-grad,9,Alone,Exec-managerial,Own-child,White-h1,Male,0,0,40,United-States,<=50K
21551,41,Self-employed,Doctorate,16,Married-h2,Prof-specialty,Husband,White-h1,Male,15024,0,55,United-States,>50K
21552,63,Private-h1,Bachelors,13,Married-h2,Sales,Husband,White-h1,Male,0,1848,40,United-States,>50K
21553,60,Self-employed,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,30,United-States,<=50K
21554,31,Self-emp-inc,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,50,United-States,<=50K
21555,29,Self-employed,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,37,United-States,<=50K
21556,37,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Wife,White-h1,Female,7688,0,45,United-States,>50K
21557,51,Private-h1,9th,5,Married-h2,Sales,Husband,White-h1,Male,0,0,40,United-States,<=50K
21558,45,Private-h1,Some-college,10,Married-h2,Exec-managerial,Husband,White-h1,Male,7298,0,40,United-States,>50K
21559,27,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
21560,18,Private-h1,Some-college,10,Alone,Other-service,Own-child,White-h1,Male,0,0,20,United-States,<=50K
21561,34,Private-h1,HS-grad,9,Alone,Machine-op-inspct,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
21562,66,Self-employed,Doctorate,16,Married-h2,Sales,Husband,White-h1,Male,0,2377,25,United-States,>50K
21563,36,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,35,United-States,<=50K
21564,35,Private-h1,Bachelors,13,Alone,Exec-managerial,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
21565,27,Private-h1,HS-grad,9,Married-h2,Sales,Husband,White-h1,Male,0,0,45,United-States,<=50K
21566,29,Private-h1,Some-college,10,Alone,Exec-managerial,Own-child,White-h1,Female,1831,0,40,United-States,<=50K
21567,25,Private-h1,HS-grad,9,Alone,Adm-clerical,Own-child,White-h1,Female,0,0,40,United-States,<=50K
21568,22,Private-h1,Some-college,10,Alone,Other-service,Own-child,White-h1,Male,0,0,32,United-States,>50K
21569,41,Private-h1,Some-college,10,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,48,United-States,>50K
21570,20,Private-h1,Assoc-acdm,12,Alone,Transport-moving,Own-child,White-h1,Male,0,0,20,United-States,<=50K
21571,52,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,40,United-States,<=50K
21572,34,Private-h1,Some-college,10,Married-h2,Other-service,Unmarried,Non-White,Female,0,0,37,United-States,<=50K
21573,44,Private-h1,Prof-school,15,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,0,45,United-States,>50K
21574,50,Private-h1,Masters,14,Alone,Sales,Not-in-family,White-h1,Female,0,0,40,United-States,>50K
21575,49,Self-emp-inc,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,50,United-States,>50K
21576,71,government department,Prof-school,15,Married-h2,Other-service,Husband,White-h1,Male,0,0,28,United-States,<=50K
21577,20,Private-h1,HS-grad,9,Alone,Other-service,Other-relative,Non-White,Male,0,0,25,United-States,<=50K
21578,59,Self-emp-inc,HS-grad,9,Married-h2,Sales,Husband,White-h1,Male,0,0,60,United-States,>50K
21579,41,Private-h1,5th-6th,3,Married-h2,Farming-fishing,Husband,White-h1,Male,3411,0,40,Mexico,<=50K
21580,38,Private-h1,Some-college,10,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,42,United-States,<=50K
21581,55,government department,HS-grad,9,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,40,United-States,<=50K
21582,17,Private-h1,9th,5,Alone,Other-service,Unmarried,White-h1,Female,0,0,20,United-States,<=50K
21583,45,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,55,United-States,>50K
21584,43,Self-employed,HS-grad,9,Alone,Craft-repair,Unmarried,Non-White,Male,0,0,30,United-States,<=50K
21585,19,Private-h1,12th,8,Alone,Other-service,Own-child,White-h1,Male,0,0,25,United-States,<=50K
21586,33,Private-h1,HS-grad,9,Alone,Other-service,Own-child,White-h1,Female,0,0,40,United-States,<=50K
21587,63,Private-h1,HS-grad,9,Alone,Exec-managerial,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
21588,39,Self-employed,HS-grad,9,Alone,Farming-fishing,Not-in-family,White-h1,Male,8614,0,50,United-States,>50K
21589,34,Private-h1,HS-grad,9,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,40,United-States,<=50K
21590,31,Private-h1,Assoc-acdm,12,Alone,Machine-op-inspct,Unmarried,White-h1,Male,0,0,40,United-States,<=50K
21591,21,Private-h1,12th,8,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
21592,23,Private-h1,Assoc-voc,11,Alone,Adm-clerical,Other-relative,White-h1,Female,0,0,36,United-States,<=50K
21593,20,Private-h1,Some-college,10,Alone,Handlers-cleaners,Own-child,White-h1,Female,0,0,8,United-States,<=50K
21594,45,Private-h1,Bachelors,13,Alone,Sales,Not-in-family,White-h1,Male,0,0,60,United-States,>50K
21595,59,Private-h1,HS-grad,9,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,50,United-States,<=50K
21596,58,Private-h1,Masters,14,Married-h2,Exec-managerial,Husband,White-h1,Male,15024,0,40,Greece,>50K
21597,66,government department,HS-grad,9,Alone,Adm-clerical,Unmarried,White-h1,Female,0,0,35,United-States,>50K
21598,37,Private-h1,Assoc-voc,11,Married-h2,Prof-specialty,Wife,White-h1,Female,0,1887,35,United-States,>50K
21599,29,Private-h1,Some-college,10,Alone,Craft-repair,Own-child,White-h1,Male,0,0,40,United-States,<=50K
21600,32,government department,Bachelors,13,Alone,Exec-managerial,Not-in-family,Non-White,Female,0,0,40,United-States,<=50K
21601,39,Private-h1,Bachelors,13,Married-h2,Prof-specialty,Husband,White-h1,Male,0,1902,50,United-States,>50K
21602,57,Private-h1,HS-grad,9,Alone,Exec-managerial,Unmarried,White-h1,Female,0,0,45,United-States,<=50K
21603,57,Private-h1,Masters,14,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,40,United-States,>50K
21604,50,Self-emp-inc,HS-grad,9,Alone,Sales,Not-in-family,White-h1,Male,0,0,60,United-States,<=50K
21605,44,Self-emp-inc,Bachelors,13,Married-h2,Farming-fishing,Husband,White-h1,Male,15024,0,65,United-States,>50K
21606,56,Private-h1,Assoc-voc,11,Married-h2,Craft-repair,Husband,Non-White,Male,0,0,40,United-States,>50K
21607,26,Private-h1,Masters,14,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,48,United-States,<=50K
21608,26,Self-employed,Assoc-voc,11,Alone,Farming-fishing,Own-child,White-h1,Male,0,0,65,United-States,<=50K
21609,33,Private-h1,Bachelors,13,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,40,United-States,>50K
21610,36,Self-employed,Assoc-voc,11,Married-h2,Farming-fishing,Husband,White-h1,Male,0,0,60,United-States,>50K
21611,45,Private-h1,Some-college,10,Married-h2,Sales,Husband,White-h1,Male,0,0,40,United-States,>50K
21612,56,government department,Doctorate,16,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,1669,38,United-States,<=50K
21613,23,Private-h1,Some-college,10,Alone,Sales,Own-child,White-h1,Male,0,0,36,Iran,<=50K
21614,23,Private-h1,Some-college,10,Alone,Other-service,Not-in-family,Non-White,Male,0,0,25,United-States,<=50K
21615,35,government department,Bachelors,13,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
21616,39,Private-h1,Bachelors,13,Married-h2,Prof-specialty,Wife,White-h1,Female,7688,0,32,United-States,>50K
21617,45,Private-h1,HS-grad,9,Alone,Craft-repair,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
21618,21,Private-h1,Some-college,10,Alone,Sales,Own-child,White-h1,Female,0,0,25,United-States,<=50K
21619,56,government department,HS-grad,9,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,40,United-States,<=50K
21620,31,government department,HS-grad,9,Alone,Handlers-cleaners,Own-child,White-h1,Female,0,0,40,United-States,<=50K
21621,44,Private-h1,12th,8,Alone,Transport-moving,Not-in-family,Non-White,Male,0,0,36,United-States,<=50K
21622,31,Private-h1,HS-grad,9,Married-h2,Handlers-cleaners,Husband,White-h1,Male,5013,0,40,United-States,<=50K
21623,20,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Own-child,White-h1,Male,0,0,38,United-States,<=50K
21624,44,government department,HS-grad,9,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,40,United-States,>50K
21625,19,Private-h1,Some-college,10,Alone,Other-service,Own-child,White-h1,Female,0,0,23,United-States,<=50K
21626,23,Private-h1,Some-college,10,Alone,Sales,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
21627,21,Private-h1,HS-grad,9,Alone,Craft-repair,Own-child,White-h1,Male,0,0,40,Mexico,<=50K
21628,29,government department,Masters,14,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,15,United-States,<=50K
21629,33,Private-h1,Some-college,10,Married-h2,Other-service,Not-in-family,White-h1,Female,0,0,30,United-States,<=50K
21630,46,Private-h1,HS-grad,9,Alone,Exec-managerial,Not-in-family,White-h1,Male,0,0,48,United-States,>50K
21631,36,Self-emp-inc,Some-college,10,Married-h2,Sales,Husband,White-h1,Male,15024,0,60,United-States,>50K
21632,70,Self-employed,Masters,14,Married-h2,Prof-specialty,Husband,White-h1,Male,9386,0,30,United-States,>50K
21633,19,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Not-in-family,White-h1,Female,0,0,37,United-States,<=50K
21634,29,Private-h1,Some-college,10,Married-h2,Exec-managerial,Own-child,Non-White,Female,0,0,40,United-States,<=50K
21635,34,Private-h1,Assoc-acdm,12,Alone,Sales,Unmarried,White-h1,Male,0,0,50,United-States,<=50K
21636,26,Private-h1,Some-college,10,Alone,Exec-managerial,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
21637,30,Private-h1,Bachelors,13,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
21638,34,Private-h1,Some-college,10,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
21639,28,Private-h1,HS-grad,9,Alone,Sales,Own-child,White-h1,Male,0,0,48,United-States,<=50K
21640,76,Private-h1,Bachelors,13,Married-h2,Adm-clerical,Husband,White-h1,Male,20051,0,50,United-States,>50K
21641,19,Private-h1,12th,8,Alone,Handlers-cleaners,Own-child,White-h1,Male,0,0,40,United-States,<=50K
21642,45,Private-h1,10th,6,Married-h2,Craft-repair,Husband,White-h1,Male,2829,0,40,United-States,<=50K
21643,24,Self-employed,Some-college,10,Alone,Prof-specialty,Not-in-family,Non-White,Male,0,0,30,United-States,>50K
21644,37,Private-h1,Bachelors,13,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,>50K
21645,24,Private-h1,Bachelors,13,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,30,United-States,<=50K
21646,24,Private-h1,Bachelors,13,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,0,42,United-States,<=50K
21647,40,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,45,United-States,>50K
21648,20,Private-h1,Some-college,10,Alone,Handlers-cleaners,Own-child,White-h1,Male,0,0,20,United-States,<=50K
21649,23,government department,11th,7,Married-h2,Handlers-cleaners,Husband,White-h1,Male,0,0,40,United-States,<=50K
21650,25,Private-h1,Some-college,10,Alone,Other-service,Not-in-family,Non-White,Female,0,0,40,United-States,<=50K
21651,64,Private-h1,Assoc-acdm,12,Alone,Prof-specialty,Other-relative,White-h1,Female,0,0,30,United-States,<=50K
21652,53,government department,Masters,14,Married-h2,Prof-specialty,Husband,White-h1,Male,0,1977,55,United-States,>50K
21653,28,Private-h1,Some-college,10,Married-h2,Adm-clerical,Own-child,White-h1,Female,0,0,40,United-States,<=50K
21654,52,government department,Masters,14,Married-h2,Prof-specialty,Husband,Non-White,Male,0,0,40,United-States,>50K
21655,28,Private-h1,Prof-school,15,Alone,Prof-specialty,Not-in-family,Non-White,Male,0,0,50,United-States,<=50K
21656,31,Private-h1,Assoc-acdm,12,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,55,United-States,>50K
21657,77,Private-h1,Bachelors,13,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,10,United-States,<=50K
21658,22,Private-h1,HS-grad,9,Alone,Tech-support,Own-child,White-h1,Male,0,0,40,United-States,<=50K
21659,38,Private-h1,Bachelors,13,Alone,Exec-managerial,Not-in-family,White-h1,Male,0,0,55,United-States,<=50K
21660,25,government department,Some-college,10,Alone,Adm-clerical,Unmarried,Non-White,Female,0,0,40,United-States,<=50K
21661,50,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,>50K
21662,53,government department,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,60,United-States,<=50K
21663,24,Private-h1,HS-grad,9,Alone,Farming-fishing,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
21664,33,Private-h1,HS-grad,9,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,50,United-States,>50K
21665,57,government department,Masters,14,Married-h2,Exec-managerial,Husband,Non-White,Male,15024,0,40,United-States,>50K
21666,39,Private-h1,Prof-school,15,Married-h2,Exec-managerial,Wife,White-h1,Female,15024,0,48,United-States,>50K
21667,30,Private-h1,Some-college,10,Alone,Transport-moving,Not-in-family,White-h1,Male,0,0,30,United-States,<=50K
21668,31,government department,HS-grad,9,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,40,United-States,>50K
21669,39,government department,Some-college,10,Alone,Transport-moving,Own-child,Non-White,Male,0,0,40,United-States,<=50K
21670,30,Private-h1,Bachelors,13,Alone,Sales,Own-child,White-h1,Female,0,0,65,United-States,<=50K
21671,48,Private-h1,Some-college,10,Married-h2,Adm-clerical,Unmarried,White-h1,Female,0,0,44,United-States,<=50K
21672,39,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,45,United-States,>50K
21673,34,Private-h1,HS-grad,9,Alone,Transport-moving,Own-child,White-h1,Male,0,1980,40,United-States,<=50K
21674,45,Private-h1,Masters,14,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,50,United-States,>50K
21675,32,Private-h1,11th,7,Alone,Machine-op-inspct,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
21676,40,government department,Some-college,10,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,0,50,United-States,<=50K
21677,17,Private-h1,10th,6,Alone,Other-service,Own-child,White-h1,Female,0,0,15,United-States,<=50K
21678,25,Private-h1,HS-grad,9,Married-h2,Tech-support,Husband,White-h1,Male,0,0,84,United-States,<=50K
21679,42,Private-h1,Some-college,10,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,57,United-States,<=50K
21680,66,Private-h1,Bachelors,13,Married-h2,Priv-house-serv,Other-relative,White-h1,Male,0,0,99,United-States,<=50K
21681,63,Self-employed,HS-grad,9,Alone,Sales,Not-in-family,White-h1,Male,0,0,70,United-States,<=50K
21682,43,Private-h1,7th-8th,4,Married-h2,Other-service,Husband,White-h1,Male,0,0,25,United-States,<=50K
21683,26,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Not-in-family,White-h1,Male,0,0,20,Mexico,<=50K
21684,23,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Wife,White-h1,Female,0,0,40,United-States,>50K
21685,39,Private-h1,Prof-school,15,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,55,United-States,>50K
21686,47,Self-emp-inc,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,>50K
21687,36,Private-h1,HS-grad,9,Alone,Machine-op-inspct,Not-in-family,Non-White,Female,0,0,48,United-States,<=50K
21688,35,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
21689,25,Private-h1,HS-grad,9,Alone,Farming-fishing,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
21690,21,government department,Some-college,10,Alone,Adm-clerical,Own-child,White-h1,Female,0,0,15,United-States,<=50K
21691,46,Private-h1,HS-grad,9,Married-h2,Priv-house-serv,Wife,White-h1,Female,0,0,40,United-States,<=50K
21692,43,Private-h1,10th,6,Married-h2,Handlers-cleaners,Husband,Non-White,Male,0,0,40,United-States,<=50K
21693,31,government department,Doctorate,16,Married-h2,Prof-specialty,Husband,White-h1,Male,0,1977,70,United-States,>50K
21694,41,Private-h1,HS-grad,9,Alone,Craft-repair,Unmarried,White-h1,Female,0,0,60,United-States,<=50K
21695,50,Private-h1,HS-grad,9,Alone,Adm-clerical,Unmarried,White-h1,Female,0,0,35,United-States,<=50K
21696,36,Private-h1,11th,7,Married-h2,Exec-managerial,Not-in-family,White-h1,Female,0,0,32,United-States,<=50K
21697,45,Self-employed,7th-8th,4,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,65,United-States,>50K
21698,50,Private-h1,11th,7,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,50,United-States,>50K
21699,52,Private-h1,7th-8th,4,Married-h2,Exec-managerial,Wife,White-h1,Female,0,0,50,United-States,<=50K
21700,40,Private-h1,Doctorate,16,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,40,United-States,>50K
21701,55,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,15024,0,55,United-States,>50K
21702,51,Self-emp-inc,Prof-school,15,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,40,United-States,>50K
21703,30,Private-h1,Some-college,10,Married-h2,Prof-specialty,Husband,White-h1,Male,7688,0,40,United-States,>50K
21704,56,government department,Masters,14,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,39,United-States,<=50K
21705,35,Private-h1,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,48,United-States,<=50K
21706,55,Self-employed,10th,6,Married-h2,Sales,Husband,White-h1,Male,0,0,35,United-States,<=50K
21707,30,Private-h1,HS-grad,9,Alone,Tech-support,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
21708,34,Private-h1,HS-grad,9,Alone,Craft-repair,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
21709,36,Private-h1,Assoc-voc,11,Married-h2,Prof-specialty,Wife,White-h1,Female,0,0,40,United-States,>50K
21710,43,Self-emp-inc,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,60,United-States,<=50K
21711,24,government department,Some-college,10,Alone,Protective-serv,Not-in-family,White-h1,Male,0,0,50,United-States,<=50K
21712,30,Private-h1,10th,6,Married-h2,Other-service,Husband,Non-White,Male,0,0,40,United-States,<=50K
21713,33,government department,Assoc-voc,11,Alone,Protective-serv,Not-in-family,White-h1,Male,0,0,70,United-States,<=50K
21714,29,government department,Bachelors,13,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
21715,50,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Husband,White-h1,Male,3137,0,47,United-States,<=50K
21716,18,Private-h1,11th,7,Alone,Prof-specialty,Own-child,White-h1,Male,0,0,15,United-States,<=50K
21717,20,Private-h1,11th,7,Alone,Sales,Own-child,White-h1,Female,0,0,25,United-States,<=50K
21718,45,government department,Masters,14,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,45,United-States,>50K
21719,45,Private-h1,Prof-school,15,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,>50K
21720,41,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,40,United-States,<=50K
21721,42,government department,7th-8th,4,Alone,Other-service,Not-in-family,White-h1,Female,0,0,35,Puerto-Rico,<=50K
21722,24,Private-h1,Bachelors,13,Alone,Sales,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
21723,22,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Unmarried,White-h1,Male,0,0,35,United-States,<=50K
21724,28,Private-h1,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,45,United-States,>50K
21725,23,Private-h1,Some-college,10,Alone,Handlers-cleaners,Own-child,White-h1,Male,0,0,35,United-States,<=50K
21726,21,Private-h1,7th-8th,4,Alone,Farming-fishing,Own-child,White-h1,Female,0,0,38,United-States,<=50K
